Loan_ID,Issue_Date,Loan_Amount,Interest_Rate,Term,Annual_Income,Employment_Length,Purpose,Loan_Status
CST1818,6/22/2021,28236,17.21,36 months,189033,5-10 years,Car Loan,Late
CST1819,12/26/2021,92955,15.49,60 months,69156,5-10 years,Vacation,Charged Off
CST1820,4/11/2022,221586,16.86,60 months,191468,3-5 years,Car Loan,Current
CST1821,8/3/2020,108145,8.18,60 months,91740,< 1 year,Home Improvement,Current
CST1822,12/27/2017,151430,14.86,36 months,185464,1-3 years,Car Loan,Fully Paid
CST1823,11/19/2019,235785,23.86,36 months,173441,10+ years,Credit Card,Current
CST1824,6/15/2017,99914,8.05,36 months,132632,10+ years,Small Business,Fully Paid
CST1825,5/28/2023,370014,15.59,60 months,35554,1-3 years,Medical,Fully Paid
CST1826,12/28/2017,212990,11.67,60 months,190081,1-3 years,Small Business,Charged Off
CST1827,3/11/2017,383387,15.95,36 months,84764,10+ years,Debt Consolidation,Charged Off
CST1828,3/28/2021,19596,16.54,36 months,19030,5-10 years,Medical,Current
CST1829,4/6/2019,431788,16.61,36 months,54370,5-10 years,Home Improvement,Current
CST1830,8/14/2018,476973,21.41,60 months,44781,1-3 years,Credit Card,Charged Off
CST1831,6/10/2022,137351,13.32,36 months,72831,< 1 year,Home Improvement,Current
CST1832,10/23/2017,199269,15.54,36 months,117829,1-3 years,Car Loan,Fully Paid
CST1833,10/31/2022,378640,6.69,36 months,20205,1-3 years,Medical,Fully Paid
CST1834,11/17/2023,397417,20.32,60 months,157620,5-10 years,Medical,Fully Paid
CST1835,2/28/2019,460732,11.04,36 months,32154,3-5 years,Medical,Fully Paid
CST1836,1/18/2020,143155,20.79,60 months,104094,10+ years,Credit Card,Fully Paid
CST1837,3/23/2022,125674,11.15,36 months,168948,5-10 years,Education,Fully Paid
CST1838,12/28/2015,387451,6.69,36 months,63517,5-10 years,Car Loan,Fully Paid
CST1839,9/8/2023,262529,9.21,36 months,141633,3-5 years,Medical,Current
CST1840,7/5/2020,245469,23.75,36 months,170197,5-10 years,Home Improvement,Fully Paid
CST1841,9/15/2021,415987,12.1,36 months,185249,10+ years,Medical,Fully Paid
CST1842,2/1/2023,428191,8.4,36 months,140598,10+ years,Education,Fully Paid
CST1843,7/9/2017,443864,8.58,36 months,65245,5-10 years,Medical,Current
CST1844,7/2/2018,261713,11.93,36 months,169693,5-10 years,Car Loan,Current
CST1845,5/17/2020,446501,7.16,60 months,78002,1-3 years,Vacation,Fully Paid
CST1846,1/11/2016,24063,15.45,60 months,161625,5-10 years,Car Loan,Fully Paid
CST1847,11/24/2016,72642,10.24,36 months,19466,5-10 years,Home Improvement,Fully Paid
CST1848,3/5/2017,95093,15.59,36 months,118600,3-5 years,Car Loan,Fully Paid
CST1849,7/10/2020,222215,8.96,60 months,54341,3-5 years,Vacation,Fully Paid
CST1850,12/20/2021,435815,14.02,36 months,151661,5-10 years,Credit Card,Fully Paid
CST1851,10/29/2015,187992,16.96,60 months,34363,5-10 years,Small Business,Fully Paid
CST1852,10/1/2020,164601,7.58,60 months,62999,3-5 years,Car Loan,Current
CST1853,9/20/2017,40954,13.48,36 months,16081,3-5 years,Credit Card,Current
CST1854,7/4/2021,32856,11.79,60 months,151092,1-3 years,Education,Current
CST1855,7/27/2022,7573,10.71,36 months,91808,1-3 years,Debt Consolidation,Current
CST1856,7/8/2023,476560,17.08,36 months,135360,1-3 years,Small Business,Fully Paid
CST1857,2/1/2018,40367,16.8,36 months,129713,1-3 years,Car Loan,Fully Paid
CST1858,9/9/2022,242804,17.54,60 months,88406,5-10 years,Car Loan,Fully Paid
CST1859,12/14/2019,366752,9.28,36 months,112351,10+ years,Car Loan,Fully Paid
CST1860,2/9/2017,327918,11.5,36 months,111330,5-10 years,Vacation,Charged Off
CST1861,12/29/2022,28752,10.17,60 months,25910,5-10 years,Home Improvement,Current
CST1862,1/13/2023,322173,15.96,36 months,134281,3-5 years,Medical,Current
CST1863,2/7/2018,153757,14.57,36 months,101732,5-10 years,Credit Card,Current
CST1864,1/6/2016,397426,12.28,36 months,46018,< 1 year,Home Improvement,Fully Paid
CST1865,5/8/2016,318837,20.26,60 months,187687,1-3 years,Home Improvement,Current
CST1866,2/6/2018,121739,8.14,60 months,194689,3-5 years,Small Business,Fully Paid
CST1867,2/28/2023,323105,23.56,60 months,70781,1-3 years,Vacation,Fully Paid
CST1868,8/24/2021,243009,8.54,36 months,192568,5-10 years,Vacation,Fully Paid
CST1869,6/17/2015,261028,20.03,36 months,56714,1-3 years,Debt Consolidation,Fully Paid
CST1870,11/7/2019,212980,12.94,36 months,104570,3-5 years,Education,Fully Paid
CST1871,10/27/2018,261609,21.64,60 months,103307,10+ years,Vacation,Fully Paid
CST1872,7/28/2017,393822,7.8,60 months,78134,3-5 years,Home Improvement,Fully Paid
CST1873,4/30/2020,341676,13.06,36 months,158754,5-10 years,Debt Consolidation,Current
CST1874,11/6/2020,349138,12.37,36 months,75005,3-5 years,Vacation,Fully Paid
CST1875,12/26/2016,323277,23.88,36 months,130398,5-10 years,Small Business,Current
CST1876,11/15/2015,495641,23.75,60 months,177589,1-3 years,Medical,Charged Off
CST1877,9/3/2022,328412,9.82,60 months,26365,1-3 years,Medical,Late
CST1878,7/29/2018,490417,17.52,36 months,131990,3-5 years,Small Business,Fully Paid
CST1879,9/26/2023,436459,15.87,60 months,69096,1-3 years,Education,Current
CST1880,1/1/2015,193456,9.2,36 months,115377,5-10 years,Home Improvement,Charged Off
CST1881,4/9/2016,36653,9.44,36 months,75947,< 1 year,Home Improvement,Current
CST1882,8/16/2020,162729,23.81,36 months,130434,5-10 years,Medical,Current
CST1883,3/11/2019,438168,14.42,36 months,21600,10+ years,Small Business,Fully Paid
CST1884,1/14/2019,420396,8.7,36 months,89593,10+ years,Vacation,Current
CST1885,8/25/2023,233504,10.26,36 months,111722,5-10 years,Debt Consolidation,Fully Paid
CST1886,4/22/2019,126829,11.2,60 months,130685,1-3 years,Debt Consolidation,Fully Paid
CST1887,3/13/2021,133377,15.44,36 months,49357,10+ years,Car Loan,Fully Paid
CST1888,2/3/2018,476627,12.37,36 months,163986,5-10 years,Vacation,Charged Off
CST1889,7/21/2017,6622,14.46,36 months,142031,10+ years,Vacation,Fully Paid
CST1890,5/16/2021,53756,9.41,60 months,153174,3-5 years,Home Improvement,Current
CST1891,10/15/2018,45809,12.22,36 months,91291,5-10 years,Medical,Fully Paid
CST1892,3/24/2022,21725,7.73,36 months,162842,1-3 years,Medical,Current
CST1893,9/15/2023,197468,22.07,60 months,66955,3-5 years,Medical,Fully Paid
CST1894,9/20/2023,56226,9.98,36 months,27719,5-10 years,Debt Consolidation,Charged Off
CST1895,12/1/2016,86182,19.75,36 months,82077,< 1 year,Car Loan,Current
CST1896,5/20/2020,480781,12.62,36 months,48695,1-3 years,Education,Fully Paid
CST1897,3/1/2021,34402,14.8,36 months,192317,10+ years,Vacation,Current
CST1898,4/9/2020,9263,11.6,36 months,31516,3-5 years,Credit Card,Fully Paid
CST1899,10/10/2023,232595,18.69,60 months,120714,1-3 years,Medical,Charged Off
CST1900,9/26/2022,182900,21.28,36 months,60858,3-5 years,Debt Consolidation,Fully Paid
CST1901,6/30/2020,52924,11.51,60 months,199294,1-3 years,Education,Fully Paid
CST1902,8/3/2018,341326,10.74,36 months,161539,1-3 years,Small Business,Fully Paid
CST1903,5/27/2018,229137,18.43,36 months,121598,1-3 years,Debt Consolidation,Charged Off
CST1904,7/3/2018,457268,9.92,36 months,140877,< 1 year,Medical,Current
CST1905,12/18/2018,409880,17.7,36 months,139467,3-5 years,Medical,Fully Paid
CST1906,11/1/2018,302881,8.15,36 months,195237,3-5 years,Credit Card,Fully Paid
CST1907,12/27/2021,368476,17.35,60 months,96382,< 1 year,Debt Consolidation,Current
CST1908,10/9/2020,356707,15.48,36 months,51454,1-3 years,Debt Consolidation,Current
CST1909,7/29/2020,165445,8.49,36 months,75793,5-10 years,Home Improvement,Charged Off
CST1910,10/7/2023,172469,17.86,36 months,189935,3-5 years,Vacation,Current
CST1911,8/8/2016,395719,14.31,36 months,62849,1-3 years,Debt Consolidation,Charged Off
CST1912,6/11/2015,484361,10.3,60 months,146029,3-5 years,Home Improvement,Fully Paid
CST1913,4/24/2018,106371,12.68,36 months,172810,1-3 years,Credit Card,Fully Paid
CST1914,8/31/2018,43709,15.11,36 months,55738,10+ years,Credit Card,Fully Paid
CST1915,5/29/2016,197192,8.1,60 months,43613,10+ years,Education,Fully Paid
CST1916,11/14/2023,155322,23.26,36 months,28888,3-5 years,Small Business,Current
CST1917,5/14/2021,26172,18.15,36 months,75785,10+ years,Small Business,Current
CST1918,9/25/2023,16555,8.29,60 months,155401,3-5 years,Vacation,Fully Paid
CST1919,3/26/2016,485626,20.9,36 months,185491,5-10 years,Education,Current
CST1920,5/12/2021,476833,12.14,36 months,37635,3-5 years,Debt Consolidation,Fully Paid
CST1921,9/20/2016,58276,16.94,36 months,80953,1-3 years,Home Improvement,Charged Off
CST1922,8/12/2017,62492,11.35,60 months,126927,3-5 years,Car Loan,Current
CST1923,5/7/2016,189074,19.33,36 months,194787,< 1 year,Home Improvement,Current
CST1924,5/14/2022,261010,19.15,60 months,180913,1-3 years,Vacation,Fully Paid
CST1925,12/7/2022,356743,16.16,60 months,150485,3-5 years,Home Improvement,Fully Paid
CST1926,12/22/2021,470571,10.72,60 months,166697,3-5 years,Small Business,Current
CST1927,1/30/2017,227320,10.94,60 months,72607,< 1 year,Medical,Fully Paid
CST1928,1/25/2022,422978,13.2,60 months,83914,3-5 years,Vacation,Charged Off
CST1929,8/20/2015,16046,9.04,36 months,172944,10+ years,Home Improvement,Current
CST1930,11/13/2018,233071,12.41,60 months,118398,1-3 years,Car Loan,Fully Paid
CST1931,5/6/2019,383165,18.48,60 months,181885,1-3 years,Credit Card,Fully Paid
CST1932,7/12/2020,426985,21.04,36 months,123391,5-10 years,Education,Current
CST1933,7/30/2022,189374,12.32,60 months,172567,5-10 years,Car Loan,Fully Paid
CST1934,9/6/2023,421366,10.59,36 months,26784,1-3 years,Small Business,Fully Paid
CST1935,2/23/2017,466463,21.07,60 months,87486,5-10 years,Credit Card,Charged Off
CST1936,3/25/2017,271997,22.09,60 months,63547,3-5 years,Home Improvement,Current
CST1937,3/17/2022,492829,13.68,60 months,30255,3-5 years,Home Improvement,Fully Paid
CST1938,4/7/2021,125900,6.97,60 months,73119,< 1 year,Home Improvement,Fully Paid
CST1939,9/17/2023,487615,18.66,60 months,188657,3-5 years,Car Loan,Charged Off
CST1940,1/20/2021,420008,20.22,36 months,135395,3-5 years,Credit Card,Current
CST1941,4/20/2020,64129,6.82,60 months,45204,< 1 year,Home Improvement,Fully Paid
CST1942,9/3/2021,242091,16.91,60 months,85178,1-3 years,Education,Current
CST1943,6/26/2017,210550,16.8,60 months,182789,3-5 years,Vacation,Current
CST1944,3/20/2023,249883,13.13,60 months,154947,< 1 year,Home Improvement,Fully Paid
CST1945,9/19/2019,119130,19.62,60 months,141384,10+ years,Education,Fully Paid
CST1946,10/5/2020,465514,13.99,36 months,114256,5-10 years,Vacation,Fully Paid
CST1947,10/24/2015,430203,18.34,36 months,134951,10+ years,Credit Card,Current
CST1948,5/2/2020,151922,15.55,60 months,32963,1-3 years,Education,Charged Off
CST1949,6/18/2023,410328,10.85,60 months,171402,1-3 years,Credit Card,Fully Paid
CST1950,11/12/2020,126789,17.11,36 months,182813,1-3 years,Car Loan,Charged Off
CST1951,11/30/2017,160130,19.4,36 months,101630,5-10 years,Medical,Fully Paid
CST1952,4/27/2022,181492,23.54,60 months,45545,1-3 years,Education,Current
CST1953,9/18/2017,43890,13.15,60 months,110587,< 1 year,Home Improvement,Fully Paid
CST1954,3/24/2017,71017,7.63,36 months,40612,3-5 years,Vacation,Fully Paid
CST1955,1/7/2018,183376,23.79,36 months,136185,3-5 years,Medical,Fully Paid
CST1956,7/4/2015,168993,17.42,60 months,150925,3-5 years,Debt Consolidation,Charged Off
CST1957,9/18/2016,137596,23.06,60 months,49938,5-10 years,Vacation,Current
CST1958,7/29/2021,105424,8.32,60 months,80510,10+ years,Small Business,Fully Paid
CST1959,12/23/2020,282192,12.49,60 months,164269,3-5 years,Debt Consolidation,Fully Paid
CST1960,12/16/2015,433327,8.84,36 months,179092,5-10 years,Credit Card,Fully Paid
CST1961,7/23/2020,173976,21.12,36 months,83998,1-3 years,Medical,Late
CST1962,1/22/2017,322056,21.91,36 months,185964,10+ years,Credit Card,Fully Paid
CST1963,7/7/2019,39008,15.27,36 months,60530,1-3 years,Credit Card,Fully Paid
CST1964,11/24/2022,398276,9.77,36 months,71071,1-3 years,Medical,Fully Paid
CST1965,11/28/2016,210738,8.72,36 months,115607,5-10 years,Education,Current
CST1966,3/7/2017,88559,16.79,36 months,122313,5-10 years,Credit Card,Fully Paid
CST1967,3/6/2018,60337,15.36,60 months,127671,5-10 years,Credit Card,Fully Paid
CST1968,9/3/2020,377760,18.66,36 months,164424,5-10 years,Vacation,Fully Paid
CST1969,10/26/2015,280494,11.84,36 months,48281,5-10 years,Vacation,Fully Paid
CST1970,4/11/2021,29354,13.54,36 months,44719,10+ years,Home Improvement,Fully Paid
CST1971,12/21/2016,50186,6.87,36 months,98980,< 1 year,Car Loan,Fully Paid
CST1972,11/22/2018,33145,17.18,60 months,71405,5-10 years,Vacation,Fully Paid
CST1973,11/29/2015,432236,13.91,36 months,130082,1-3 years,Small Business,Fully Paid
CST1974,7/11/2016,91123,22.6,60 months,97152,3-5 years,Home Improvement,Fully Paid
CST1975,12/17/2016,211258,17.73,60 months,175018,10+ years,Home Improvement,Fully Paid
CST1976,1/1/2019,221541,13.48,60 months,28661,5-10 years,Medical,Charged Off
CST1977,9/7/2017,25581,11.11,36 months,175370,1-3 years,Small Business,Charged Off
CST1978,7/24/2016,93929,22.34,60 months,123212,3-5 years,Debt Consolidation,Late
CST1979,4/22/2019,290195,6.78,36 months,29363,1-3 years,Credit Card,Fully Paid
CST1980,9/9/2015,56474,12.22,60 months,52834,1-3 years,Car Loan,Fully Paid
CST1981,1/18/2015,96748,23.01,60 months,176577,3-5 years,Credit Card,Current
CST1982,2/1/2015,130995,17.95,60 months,100315,5-10 years,Education,Current
CST1983,2/1/2017,250690,15.82,36 months,20240,3-5 years,Car Loan,Current
CST1984,7/3/2021,336770,10.06,36 months,40502,1-3 years,Education,Late
CST1985,12/6/2019,274104,21.08,36 months,87374,5-10 years,Vacation,Charged Off
CST1986,11/18/2023,433988,10.07,36 months,119838,5-10 years,Medical,Fully Paid
CST1987,8/10/2015,419736,10.84,60 months,178693,3-5 years,Car Loan,Charged Off
CST1988,2/19/2020,185553,9.86,36 months,88903,3-5 years,Medical,Fully Paid
CST1989,5/10/2020,41408,9.27,60 months,195537,1-3 years,Vacation,Current
CST1990,7/3/2016,361150,23.18,36 months,85387,10+ years,Medical,Fully Paid
CST1991,3/29/2019,264568,17.04,60 months,83976,3-5 years,Vacation,Charged Off
CST1992,3/25/2017,324278,17.66,36 months,151666,5-10 years,Credit Card,Fully Paid
CST1993,1/10/2020,156563,23.2,60 months,154006,1-3 years,Debt Consolidation,Charged Off
CST1994,3/27/2016,137413,10.54,60 months,168711,5-10 years,Car Loan,Charged Off
CST1995,3/13/2020,180695,6.6,36 months,48036,1-3 years,Small Business,Charged Off
CST1996,12/18/2020,95327,16.98,60 months,180717,1-3 years,Home Improvement,Charged Off
CST1997,11/22/2016,398554,15.39,60 months,145613,1-3 years,Home Improvement,Current
CST1998,4/7/2022,207503,14.86,60 months,72013,10+ years,Car Loan,Fully Paid
CST1999,12/31/2019,148326,7.58,60 months,105660,10+ years,Medical,Fully Paid
CST2000,5/11/2021,187932,14.45,60 months,96087,3-5 years,Credit Card,Charged Off
CST2001,9/3/2016,16344,11.53,36 months,179758,5-10 years,Vacation,Charged Off
CST2002,7/17/2019,399966,11.3,36 months,99050,1-3 years,Education,Current
CST2003,1/24/2022,452972,10.39,60 months,133135,5-10 years,Home Improvement,Current
CST2004,8/30/2022,72957,12.32,60 months,85283,5-10 years,Vacation,Current
CST2005,9/27/2021,110423,12.68,36 months,25890,5-10 years,Car Loan,Fully Paid
CST2006,10/6/2016,325197,11.9,36 months,71203,3-5 years,Car Loan,Fully Paid
CST2007,7/12/2023,469071,23.63,60 months,164703,1-3 years,Small Business,Fully Paid
CST2008,1/25/2018,151968,22.82,60 months,19220,5-10 years,Debt Consolidation,Charged Off
CST2009,3/26/2023,191833,16.55,60 months,67332,5-10 years,Debt Consolidation,Current
CST2010,1/7/2021,198624,23.67,36 months,153849,3-5 years,Education,Fully Paid
CST2011,6/22/2015,256147,23.85,36 months,122430,< 1 year,Debt Consolidation,Current
CST2012,12/30/2015,82454,12.73,36 months,62621,3-5 years,Car Loan,Fully Paid
CST2013,4/21/2021,262594,14.29,60 months,36036,1-3 years,Debt Consolidation,Current
CST2014,5/14/2022,357744,23.28,60 months,137547,1-3 years,Vacation,Charged Off
CST2015,7/22/2020,389876,17.15,36 months,132724,10+ years,Car Loan,Fully Paid
CST2016,9/24/2019,426151,10.23,36 months,193522,10+ years,Home Improvement,Late
CST2017,9/6/2022,42641,18.56,36 months,118853,< 1 year,Education,Current
CST2018,2/17/2017,34711,10.1,60 months,85456,5-10 years,Vacation,Current
CST2019,9/27/2017,337486,12.44,36 months,132359,5-10 years,Car Loan,Fully Paid
CST2020,10/9/2016,374040,10.48,60 months,42532,1-3 years,Car Loan,Fully Paid
CST2021,1/23/2023,148254,10.79,36 months,146238,5-10 years,Home Improvement,Fully Paid
CST2022,8/1/2022,92833,6.58,36 months,55977,3-5 years,Car Loan,Charged Off
CST2023,7/9/2023,323420,21.91,60 months,197669,1-3 years,Medical,Fully Paid
CST2024,1/4/2023,286685,11.68,36 months,195116,3-5 years,Small Business,Current
CST2025,12/5/2021,361601,8.01,36 months,198455,1-3 years,Home Improvement,Current
CST2026,4/8/2020,480526,8.02,60 months,47542,1-3 years,Car Loan,Charged Off
CST2027,12/31/2018,49813,16.23,36 months,21911,10+ years,Debt Consolidation,Fully Paid
CST2028,2/17/2016,173270,23.88,60 months,50676,3-5 years,Car Loan,Fully Paid
CST2029,9/10/2020,144892,9.04,36 months,79663,1-3 years,Credit Card,Current
CST2030,10/2/2018,291214,8.24,36 months,105524,5-10 years,Small Business,Fully Paid
CST2031,12/23/2021,467984,14.17,36 months,63066,1-3 years,Small Business,Late
CST2032,9/3/2015,409338,16.36,36 months,71407,3-5 years,Education,Fully Paid
CST2033,2/8/2021,347703,11.65,36 months,196818,5-10 years,Home Improvement,Charged Off
CST2034,5/21/2015,209615,11.79,60 months,67068,1-3 years,Car Loan,Current
CST2035,11/25/2019,481657,13.93,36 months,97581,5-10 years,Credit Card,Charged Off
CST2036,7/7/2023,46786,12,36 months,75493,1-3 years,Debt Consolidation,Late
CST2037,12/6/2017,231006,22.52,36 months,146965,1-3 years,Small Business,Fully Paid
CST2038,9/6/2018,235876,7.23,60 months,78829,1-3 years,Medical,Fully Paid
CST2039,2/18/2022,404953,10.6,60 months,139049,1-3 years,Medical,Current
CST2040,1/21/2019,303206,20.65,60 months,172876,5-10 years,Small Business,Current
CST2041,12/31/2021,452453,21.09,36 months,119510,5-10 years,Small Business,Fully Paid
CST2042,9/1/2017,318715,8.45,36 months,194315,5-10 years,Vacation,Late
CST2043,7/17/2023,292654,23.54,36 months,22133,< 1 year,Medical,Fully Paid
CST2044,9/9/2015,286570,18.63,36 months,161916,< 1 year,Small Business,Current
CST2045,3/25/2023,42265,11.27,60 months,64974,10+ years,Education,Fully Paid
CST2046,11/22/2019,416066,14.48,36 months,94745,10+ years,Credit Card,Current
CST2047,1/11/2018,254321,11.7,36 months,104507,3-5 years,Small Business,Charged Off
CST2048,7/19/2015,71150,9.13,36 months,149117,10+ years,Medical,Current
CST2049,3/17/2016,92312,11.6,36 months,77732,1-3 years,Vacation,Fully Paid
CST2050,9/26/2015,94613,16.65,60 months,40870,10+ years,Credit Card,Current
CST2051,12/7/2015,342054,20.95,60 months,56267,5-10 years,Medical,Fully Paid
CST2052,6/16/2016,319519,12.86,36 months,142895,10+ years,Credit Card,Fully Paid
CST2053,1/22/2018,126826,12.59,60 months,124984,10+ years,Car Loan,Fully Paid
CST2054,8/21/2020,40435,14.69,36 months,113922,10+ years,Debt Consolidation,Fully Paid
CST2055,10/8/2017,363587,17.78,60 months,45436,1-3 years,Credit Card,Current
CST2056,11/20/2019,455348,19.65,36 months,77984,3-5 years,Debt Consolidation,Late
CST2057,1/23/2020,215017,12.22,36 months,89766,1-3 years,Education,Fully Paid
CST2058,1/25/2017,480266,16.76,36 months,29966,3-5 years,Car Loan,Charged Off
CST2059,8/16/2020,493618,13.31,60 months,153328,10+ years,Medical,Charged Off
CST2060,7/18/2016,139055,19.04,36 months,132353,5-10 years,Small Business,Fully Paid
CST2061,12/2/2017,495457,9.38,60 months,76104,1-3 years,Home Improvement,Late
